"Tipo";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"GPS.Longitud";"GPS.Latitud";
"Casa Rural de Alquiler";"MIROBRIGA";"Calle PORRILLA 5";"37594";"Salamanca";"Ciudad Rodrigo";"AGUEDA DEL CAUDILLO";"AGUEDA DEL CAUDILLO";"923480224";"607352916";"";"923480224";"franciscojaviermartiniglesias@hotmail.com";"www.casaruralmirobriga.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASA DE NANI";"C/ ESCUELAS Nº 92";"34248";"Palencia";"Antigüedad";"ANTIGÜEDAD";"ANTIGÜEDAD";"979797804";"979700185";"678532424";"";"lacasadenani@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"DOMI Y VIRTU";"C/REAL, 30";"05140";"Ávila";"Martiherrero";"MARTIHERRERO";"MARTIHERRERO";"619919230";"646930412";"920269441";"";"MARTIHEES@HOTMAIL.COM";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL BAILE";"JARDIN, 5";"47318";"Valladolid";"Olmos de Peñafiel";"OLMOS DE PEÑAFIEL";"OLMOS DE PEÑAFIEL";"686580012";"";"";"";"elbaile@turismoruralenlaribera.es";"www.turismoruralenlaribera.es";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA RURAL LA FRAILONA";"C/ CRUCERO, Nº 6";"40430";"Segovia";"Bernardos";"BERNARDOS";"BERNARDOS";"608579339";"";"";"";"luismariolmos@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"EL PAJAR DE TRESCASAS";"C/ EL TORIL, Nº 3";"40194";"Segovia";"Trescasas";"SONSOTO";"SONSOTO";"685677492";"921401313";"";"";"elpajardetrescasas@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CUEVA DEL TIO MELITON";"SAN QUIRICO Y SANTA JULITA, 18";"42150";"Soria";"Covaleda";"COVALEDA";"COVALEDA";"975378503";"679524085";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL ZAGUAN";"C/ MORAL, 37";"37607";"Salamanca";"Navarredonda de la Rinconada";"NAVARREDONDA DE LA RINCONADA";"NAVARREDONDA DE LA RINCONADA";"615958284";"916295377";"";"";"antonio.herrero@madrid.org";"www.casaruralelzaguan.es";"";"";"";"";"";
"Casa Rural de Alquiler";"LA ECONOMICA";"C/ DE LA PLATA, 2";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"616570272";"923413023";"923413255";"";"info@casarurallaeconomica.com";"www.casarurallaeconomica.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA RURAL EL ALIMOCHE";"C/  PARRAL, 12";"40393";"Segovia";"Escobar de Polendos";"PEÑARRUBIAS DE PIRON";"PEÑARRUBIAS DE PIRON";"659016975";"";"";"";"info@casaruralelalimoche.com";"www.casaruralelalimoche.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA RURAL CAMINO DEL RIO";"C/ LA FUENTE, Nº 13";"40423";"Segovia";"Valdeprados";"VALDEPRADOS";"VALDEPRADOS";"616570901";"619809845";"";"";"reservas@casacaminodelrio.es";"www.valderural.es";"";"";"";"";"";
"Posada";"LA POSADA DE LAS CASITAS";"Calle  NUEVA 17";"34191";"Palencia";"Ampudia";"AMPUDIA";"AMPUDIA";"979768162";"609861104";"";"979768206";"info@lascasitasdepapel.com";"www.lascasitasdepapel.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CANDIL 1";"Calle SAN NICOLAS, 42";"24436";"León";"Vega de Espinareda";"SAN PEDRO DE OLLEROS";"SAN PEDRO DE OLLEROS";"987547257";"650667569";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CANDIL 2";"Calle  SAN NICOLAS, 42";"24436";"León";"Vega de Espinareda";"SAN PEDRO DE OLLEROS";"SAN PEDRO DE OLLEROS";"987547257";"650667569";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA MAGÜETO";"CAMINO DE VANIDODES, S/N";"24715";"León";"Brazuelo";"COMBARROS";"COMBARROS";"987606514";"629763348";"";"";"wassy70@hotmail.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL PILÓN";"C/ LA LUNA, Nº 3";"05149";"Ávila";"Solana de Rioalmar";"SOLANA DE RIOALMAR";"SOLANA DE RIOALMAR";"920232009";"699844867";"";"";"casruralelpilon@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"DORINDA";"Calle REAL 17";"24546";"León";"Arganza";"CAMPELO";"CAMPELO";"667623791";"987553483";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA DE LAS CIGUEÑAS";"Camino CUATRO COLADAS S/N";"05480";"Ávila";"Candeleda";"CANDELEDA";"*DISEMINADO*";"61742887";"";"";"";"milciguenas@gmail.com";"www.pasociguenas.es";"";"";"";"";"";
"Casa Rural de Alquiler";"PUERTO PEZ";"CTRA. N-403, KM. 101,4";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"690845245";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"ENTREPINOS";"C/ NUEVA, Nº 4";"05268";"Ávila";"Santa Cruz de Pinares";"SANTA CRUZ DE PINARES";"SANTA CRUZ DE PINARES";"619719135";"";"";"";"loyanzu@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA VILLA ES BELLA";"C/ ANTONIO MONEDERO 26";"34210";"Palencia";"Dueñas";"DUEÑAS";"DUEÑAS";"671246085";"";"";"";"manu-villabella@hotmail.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"VILLACARRION";"Calle FERNAN GOMEZ 11";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"638546770";"";"";"";"";"http://www.villacarrion.com";"";"";"";"";"";
"Casa Rural de Alquiler";"JOSE O PEQUENO";"Avenida SAN ROQUE 3";"24390";"León";"Carracedelo";"VILLAVERDE DE LA ABADIA";"VILLAVERDE DE LA ABADIA";"987545398";"662212248";"";"";"xugadeiro@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL SERRANO";"C/ LA MONTERA, 31";"24885";"León";"Prioro";"PRIORO";"PRIORO";"699967826";"659975645";"";"";"casaruralelserrano@gmail.com";"casaruralelserrano.blogspot.com.es";"";"";"";"";"";
"Casa Rural de Alquiler";"EL TROTE";"PARAJE LAVADERO DEL ROSARIO";"05514";"Ávila";"Bonilla de la Sierra";"BONILLA DE LA SIERRA";"BONILLA DE LA SIERRA";"615217144";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA LAS VACAS";"Calle  1er  Camino";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979870882";"629624755";"";"979870311";"alojamientocasalasvacas@gmail.com";"www.casalasvacas.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA RAÚL";"Calle GENERAL MOLA 5";"47318";"Valladolid";"Castrillo de Duero";"CASTRILLO DE DUERO";"CASTRILLO DE DUERO";"983880162";"";"";"";"dianayusgo@yahoo.es";"www.casaruralraul.es/";"";"";"";"";"";
"Casa Rural de Alquiler";"CASITA DEL PAJAR";"PLAZA MAYOR, 4-B";"05296";"Ávila";"Adanero";"ADANERO";"ADANERO";"920303213";"";"";"";"lashazanas@lashazanas.com";"www.lashazanas.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA RURAL CURAVACAS";"C/BARRIUCO 16";"34887";"Palencia";"Triollo";"VIDRIEROS";"VIDRIEROS";"630349045";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL ABRIGAÑO DEL CAÑÓN I";"CL/MAYOR, 1";"09146";"Burgos";"Valle de Sedano";"PESQUERA DE EBRO";"PESQUERA DE EBRO";"947-571439";"669828020";"";"";"roberto@pesqueradeebro.com";"www.pesqueradeebro.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL ABRIGAÑO DEL CAÑÓN II";"CL/MAYOR,1";"09146";"Burgos";"Valle de Sedano";"PESQUERA DE EBRO";"PESQUERA DE EBRO";"947-571439";"669828020";"";"";"roberto@pesqueradeebro.com";"www.pesqueradeebro.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL RINCON DE  PEÑALCAZAR";"AGUSTIN AGUADO, 19";"42126";"Soria";"Deza";"DEZA";"DEZA";"688658246";"";"";"";"sierradelalba@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CINTORA";"LOS CAÑOS, 11";"42153";"Soria";"Royo (El)";"ROYO (EL)";"ROYO (EL)";"975271007";"";"";"";"restaurantecintora@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CANTO DEL PAJARO";"C/ DEL MORAL, Nº 7";"40192";"Segovia";"Adrada de Pirón";"ADRADA DE PIRON";"ADRADA DE PIRON";"658761168";"633606030";"";"";"adrada@elcantodelpajaro.com";"www.elcantodelpajaro.com";"";"";"";"";"";
"Casa Rural de Alquiler";"MIRASIERRA";"C/ MIRASIERRA, 1";"37724";"Salamanca";"Lagunilla";"LAGUNILLA";"LAGUNILLA";"653872438";"";"";"";"alanhzcanad@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL PARRAL";"C/ SALAS POMBO, S/N";"37607";"Salamanca";"Rinconada de la Sierra (La)";"RINCONADA DE LA SIERRA (LA)";"RINCONADA DE LA SIERRA (LA)";"923450719";"628702668";"";"923450719";"rinconadadelasierra@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CARRERO";"C/ SALAS POMBO, S/N";"37607";"Salamanca";"Rinconada de la Sierra (La)";"RINCONADA DE LA SIERRA (LA)";"RINCONADA DE LA SIERRA (LA)";"923450719";"628702668";"";"923450719";"rinconadadelasierra@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASITA SPA MUILLER";"Calle CONCENTRACIÓN PARCELARIA, Nº 27";"47480";"Valladolid";"Fresno el Viejo";"FRESNO EL VIEJO";"FRESNO EL VIEJO";"983863483";"";"";"";"leticiaillera@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"LOS BALCONES DEL CAMINO";"C/ JUAN GUAZA, 2";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780145";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA LA VILLA";"Calle  LA PLAZA s/n";"24344";"León";"Villamartín de Don Sancho";"VILLAMARTIN DE DON SANCHO";"VILLAMARTIN DE DON SANCHO";"689318124";"690131444";"";"";"info@aytovillamartindedonsancho.es";"www.aytovillamartindedonsancho.es";"";"";"";"";"";
"Casa Rural de Alquiler";"LA BOTICA DE MADERUELO";"C/ ARRIBA, Nº 2";"40554";"Segovia";"Maderuelo";"MADERUELO";"MADERUELO";"663938572";"";"";"";"boticademaderuelo@gmail.com";"";"";"";"";"";"";
"Posada";"EMEBED";"PLAZA MAYOR, 5";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"639750202";"";"";"";"info@homacbcn.com";"www.emebedposada.com";"";"";"";"";"";
"Casa Rural de Alquiler";"VILLA ESPINA";"Calle  CALVO SOTELO 3";"34250";"Palencia";"Quintana del Puente";"QUINTANA DEL PUENTE";"QUINTANA DEL PUENTE";"979792071";"687764157";"";"";"palomafriasmartinez@yahoo.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL BALCON TOBALINES";"CTRA/BASCUÑUELOS, 9";"09213";"Burgos";"Valle de Tobalina";"LOZARES DE TOBALINA";"LOZARES DE TOBALINA";"947147496";"619555612";"";"";"elbalcontobalines@gmail.com";"www.elbalcontobalines.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA SABINA DE VIOLETA";"REAL SOMERA, 23";"42190";"Soria";"Golmayo";"CUENCA (LA)";"CUENCA (LA)";"608105253";"975245659";"";"";"mercedes.encabo@gmail.com";"www.lasabinadevioleta.com";"";"";"";"";"";
"Casa Rural de Alquiler";"ALANNA SPA";"C/ TRAVESÍA DE ARRIBA, Nº 3";"05632";"Ávila";"San Juan de Gredos";"SAN BARTOLOME DE TORMES";"SAN BARTOLOME DE TORMES";"650298745";"";"";"";"maeleval67@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CORRAL DEL PRAJONCILLO";"C/PRAJONCILLO Nº 8";"05143";"Ávila";"Valdecasa";"VALDECASA";"VALDECASA";"630427748";"";"";"";"";"";"";"";"";"";"";
"Casa Rural";"LOS CAZILLOS";"Calle Barriuso, 69";"09142";"Burgos";"Merindad de Río Ubierna";"MASA";"MASA";"667813357";"947227624";"";"";"loscazillos@hotmail.com";"www.loscazillos.es";"";"";"";"-3,717352";"42,627606";
"Casa Rural de Alojamiento Compartido";"EL VEREDERO";"CL/REAL DE ORIENTE, 72";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"696985323";"";"";"";"sergiogp_23@hotmail.com";"www.info@elveredero.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA ABUELA";"Calle Real 117";"49519";"Zamora";"Rabanales";"GRISUELA";"GRISUELA";"980682107";"696344255";"";"";"casaabuelagrisuela@gmail.com";"www.casaabuela.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CIJA DEL ABUELO";"C/ PABLO VI, Nº 9";"40141";"Segovia";"Abades";"ABADES";"ABADES";"670992350";"";"";"";"mayte.bernardos@hotmail.com";"www.lacijadelabuelo.es";"";"";"";"";"";
"Casa Rural de Alquiler";"SAN MILLAN";"LA SOLANA, 4";"42142";"Soria";"Oncala";"ONCALA";"ONCALA";"655903615";"";"";"";"casarural@turismoruralsanmillan.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CALDERO";"Calle C/ ARRIBA, 11";"37777";"Salamanca";"Sorihuela";"SORIHUELA";"SORIHUELA";"677470526";"";"";"";"juanjose.martin@aguirrenewman.es";"www.casaruralelcaldero.com";"";"";"";"-5,67769";"40,4444";
"Casa Rural de Alquiler";"LAGUNA NEGRA 49";"Calle LAGUNA NEGRA, 49 BAJO";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"695094833";"975376614";"";"";"marinaperaita@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"BALCÓN DE NUT 2";"CAMINO DE TENZUELA, S/N";"40192";"Segovia";"Torreiglesias";"LOSANA DE PIRON";"LOSANA DE PIRON";"696462994";"";"";"";"info@elbalcondenut.com";"www.elbalcondenut.com";"";"";"";"";"";
"Casa Rural de Alquiler";"COSTANILLA";"C/ COSTANILLA, 12";"37763";"Salamanca";"San Miguel de Valero";"SAN MIGUEL DE VALERO";"SAN MIGUEL DE VALERO";"923267489";"620482293";"";"";"casaruralcostanilla@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA MARTIN";"Plaza PLAZA 10";"42107";"Soria";"Cueva de Ágreda";"CUEVA DE AGREDA";"CUEVA DE AGREDA";"620148601";"690763977";"";"";"raquelyantonio72@hotmail.com";"";"";"";"";"-1,887336";"41,76323";
"Casa Rural de Alquiler";"VICTORIA MARIA";"CTRA. CORIA, 6";"37656";"Salamanca";"Cepeda";"CEPEDA";"CEPEDA";"923432116";"692882816";"";"";"";"";"";"";"";"";"";
"Posada";"CASA DEL BRASILERO";"Calle  ERMITA DE SAN LORENZO 1";"37257";"Salamanca";"Saucelle";"SAUCELLE";"SAUCELLE";"923082989";"693617468";"";"";"aysaucelle@yahoo.es";"www.casabrasileiro.com";"";"";"Si";"";"";
"Casa Rural de Alquiler";"CASA RURAL MINUTO";"Calle ERMITA S/N.";"05111";"Ávila";"San Juan de la Nava";"SAN JUAN DE LA NAVA";"SAN JUAN DE LA NAVA";"625253093";"";"";"";"info@casaruralminuto.com";"www.casaruralminuto.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL SECRETO DE ARLANZA";"Calle  DEL POZO, 13 13";"24319";"León";"Bembibre";"ARLANZA";"ARLANZA";"656897567";"";"";"";"elsecretodearlanza@gmail.com";"www.elsecretodearlanza.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL PICO";"Calle C/ CAMINO HUERTO PEDRERO, 2";"24764";"León";"Palacios de la Valduerna";"PALACIOS DE LA VALDUERNA";"PALACIOS DE LA VALDUERNA";"987643974";"609648862";"";"";"refugiodelpico@gmail.com";"www.refugioelpico.es";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CHIRUMBA";"Calle C/ ORIENTE, 5";"37187";"Salamanca";"Aldeatejada";"ALDEATEJADA";"ALDEATEJADA";"665653688";"923341922";"";"923341920";"info@casaruralensalamanca.es";"www.casaruralensalamanca.es";"";"";"";"-5,692125";"40,9222278";
"Casa Rural de Alquiler";"EL LLANITO I";"Calle  LLANITO, 1";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"923437174";"627455292";"";"";"casaruralelllanito@hotmail.com";"www.casaruralelllanito.jimdo.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL LLANITO II";"Calle EL LLANITO 1";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"923437174";"627455292";"";"";"info@casaruralelllanito.com";"www.casaruralelllanito.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA IRVIENZA";"PZA MAYOR, Nº 21";"40446";"Segovia";"Martín Muñoz de las Posadas";"MARTIN MUÑOZ DE LAS POSADAS";"MARTIN MUÑOZ DE LAS POSADAS";"630978097";"";"";"";"yolandazurdo@yahoo.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA RURAL LAS HILANDERAS";"Plaza FERNANDO MONEDERO 2";"34218";"Palencia";"Cevico de la Torre";"CEVICO DE LA TORRE";"CEVICO DE LA TORRE";"600094807";"600094807";"";"";"CASALASHILANDERAS@YAHOO.ES";"WWW.CASALASHILANDERAS.COM";"";"";"";"";"";
"Casa Rural de Alquiler";"ANIDA";"C/ VIÑAS, 49, Bajo";"37724";"Salamanca";"Valdelageve";"VALDELAGEVE";"VALDELAGEVE";"686682604";"686606108";"";"";"reservas@anidarural.es";"www.anidarural.es";"";"";"";"-5,98952";"40,3691";
"Casa Rural de Alquiler";"CASA DE SAN ROQUE";"REAL, 5";"47319";"Valladolid";"Torre de Peñafiel";"MOLPECERES";"MOLPECERES";"637847808";"916382120";"";"";"yucaduran@yahoo.es";"www.molpeceres.es.tl";"";"";"";"";"";
"Casa Rural de Alquiler";"LA FUENTONA";"C/ BARRANCO, 6-8";"40331";"Segovia";"Valle de Tabladillo";"VALLE DE TABLADILLO";"VALLE DE TABLADILLO";"699089474";"636138489";"";"";"poza.mj@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL VALLECILLO";"C/ BARRANCO, 6-8";"40331";"Segovia";"Valle de Tabladillo";"VALLE DE TABLADILLO";"VALLE DE TABLADILLO";"699089494";"636138489";"";"";"poza.mj@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"LA CASA DE IRENE";"Calle San Sebastián 15";"49570";"Zamora";"Lubián";"LUBIAN";"LUBIAN";"620579937";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CASERON DEL ABUELO";"C/ HILARIO  RUBIO, Nº 17";"40470";"Segovia";"Navas de Oro";"NAVAS DE ORO";"NAVAS DE ORO";"921591586";"617506646";"";"";"elcaserondelabuelo@gmail.com";"http://elcaserondelabuelomultiespaciosweb.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL HOGAR DE JULITA";"Calle LA FUENTE 5";"05619";"Ávila";"San Bartolomé de Béjar";"SAN BARTOLOME DE BEJAR";"SAN BARTOLOME DE BEJAR";"696570748";"953607724";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CARTERO I";"C/ LA FUENTE, 5";"37497";"Salamanca";"Carpio de Azaba";"CARPIO DE AZABA";"CARPIO DE AZABA";"627914595";"639089065";"";"";"ecolls2002@yahoo.es";"www.casaelcartero.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CARTERO II";"C/ LA FUENTE, 5";"37497";"Salamanca";"Carpio de Azaba";"CARPIO DE AZABA";"CARPIO DE AZABA";"627914595";"639089065";"";"";"ecolls2002@yahoo.es";"www.casaelcartero.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA YOLETA";"Calle C/ SOL, 1";"37724";"Salamanca";"Cerro (El)";"VALDELAMATANZA";"VALDELAMATANZA";"679355449";"";"";"";"";"www.casaruralyoleta.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA VEGA DE AREVALO";"PLAZA DE LA CONSTITUCION, Nº 6";"40468";"Segovia";"Montejo de Arévalo";"MONTEJO DE AREVALO";"MONTEJO DE AREVALO";"626795727";"920309080";"";"914483538";"mateo.hernandez@etdoc.es";"www.etdoc.es";"";"";"";"";"";
"Casa Rural de Alquiler";"EL PORTALÓN DE GAVILANES";"PARAJE EL ESCURIALEJO, Nº 18";"05460";"Ávila";"Gavilanes";"GAVILANES";"GAVILANES";"920377810";"610099277";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA ROSTÁN";"Camino del Calvario, nº 22";"49500";"Zamora";"Alcañices";"ALCAÑICES";"ALCAÑICES";"980680224";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"FUENTESOMERA";"MAYOR, 46";"42148";"Soria";"Vadillo";"VADILLO";"VADILLO";"608853239";"975372205";"";"";"casaruralfuentesomera@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"MI CASA DEL PUEBLO";"C/ ESTELLA, 23";"37650";"Salamanca";"Sequeros";"SEQUEROS";"SEQUEROS";"923365042";"695554950";"";"";"micasadelpueblo13@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"RIBERA DEL RIO SAN JUAN";"PZA. DEL POTRO, Nº 4";"40380";"Segovia";"Cantalejo";"ALDEONSANCHO";"ALDEONSANCHO";"665937171";"921054001";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASONA DEL HORTELANO";"CL/SOLANA BAJA,17";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947-170818";"680444548";"";"";"casonahortelano@hotmail.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL NIDO AZUL";"Calle  VALLINA, 12";"24123";"León";"Carrocera";"BENLLERA";"BENLLERA";"622617021";"";"";"";"info@elnidoazul.com";"WWW.ELNIDOAZUL.COM";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA INMA";"Calle LA FUENTE";"24446";"León";"Priaranza del Bierzo";"PARADELA DE MUCES";"PARADELA DE MUCES";"666441213";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA FINA";"Calle LA FUENTE";"24446";"León";"Priaranza del Bierzo";"PARADELA DE MUCES";"PARADELA DE MUCES";"666441213";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA RESINERA";"SAN MIGUEL, 16";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"665447869";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LOS NOGALES";"C/ SAN JUAN, Nº 28";"05291";"Ávila";"Maello";"MAELLO";"MAELLO";"921192019";"629665250";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CA MADRE";"C/ Camarín, nº. 2";"49831";"Zamora";"Bustillo del Oro";"BUSTILLO DEL ORO";"BUSTILLO DEL ORO";"665823232";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASA DE LA HUERTA";"Calle DEL RIO 6";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"667873416";"";"";"";"contacto@casaruralenvinuesa.es";"www.casaruralenvinuesa.es";"";"";"";"-2,761738";"41,911074";
"Casa Rural de Alquiler";"EL MADROÑO";"PARAJE PUENTE LOS RIVEROS";"05480";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"699192401";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL ACEBO";"PARAJE PUENTE LOS RIVEROS";"05480";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"699192401";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL TORREON";"Calle INFANTA LEONOR 6";"09451";"Burgos";"Caleruega";"CALERUEGA";"CALERUEGA";"669809535";"";"";"967-248552";"franciscomorata@movistar.es";"";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"ARANDA";"PL/MAYOR,S/N";"09493";"Burgos";"Campillo de Aranda";"CAMPILLO DE ARANDA";"CAMPILLO DE ARANDA";"947-507797";"608910174";"";"";"chusadelapuente@gmail";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LAS TARABILLAS";"Calle El Muyón 7";"49250";"Zamora";"Villadepera";"VILLADEPERA";"VILLADEPERA";"980055042";"618226477";"";"";"lastarabillas@gmail.com";"www.lastarabillas.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASA DE LA HUERTA DEL DURATON";"CAMINO ERAS DEL REY, Nº 4";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"620851821";"921540561";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASA DE ANDREA";"C/ DEL RIO, Nº 10";"47359";"Valladolid";"Valbuena de Duero";"SAN BERNARDO";"SAN BERNARDO";"629913727";"983880052";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASITA DEL PATIO";"C/ ESCUELA, Nº 3";"40430";"Segovia";"Bernardos";"BERNARDOS";"BERNARDOS";"637707665";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"ARRIBES DE FERMOSELLE";"Calle Alto de Santa Colomba 270";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"606313282";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"LA SONRISA";"CL/iGLESIA, 1";"09212";"Burgos";"Valle de Tobalina";"HEDESO";"HEDESO";"947-357119";"657393292";"";"";"casa.lasonrisa@gmail.com";"www.casalasonrisa.es";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CUESTA DEL ACEDO";"Lugar DISEMINADOS 27 ZONA DE LAS BODEGAS";"34249";"Palencia";"Baltanás";"VALDECAÑAS DE CERRATO";"VALDECAÑAS DE CERRATO";"657199106";"";"";"";"sarasardon@hotmail.com";"www.lacuestadelacedo.com";"";"";"";"";"";
"Casa Rural de Alquiler";"ANTONIO";"Carretera DE DURUELO S/N";"05140";"Ávila";"Martiherrero";"MARTIHERRERO";"MARTIHERRERO";"696297232";"635498527";"";"";"evayunai@gmail.com";"";"";"";"";"-4,77954";"40,67372";
"Casa Rural de Alquiler";"LAS GOLONDRINAS";"CL/ALTA,6";"09192";"Burgos";"Cardeñuela Riopico";"VILLALVAL";"VILLALVAL";"645631901";"";"";"";"casarurallasgolondrinas@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LOS ROBLES";"Carretera  PINEDAS, KM.3";"37711";"Salamanca";"Colmenar de Montemayor";"COLMENAR DE MONTEMAYOR";"COLMENAR DE MONTEMAYOR";"923192099";"653663207";"";"";"casalaartesana@hotmail.com";"";"";"";"";"";"";
